course_code,course_name,course_type,group,scheduled,semester,day,start_time,end_time,lecturer,room,status,prerequisites,linked_courses
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720205,True,קיץ,ה,08:00,12:50,גב' בילצ'ינסקי דינה,עתידים 2314,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720206,True,קיץ,א,14:00,18:50,גב' עזרא גלית,עתידים 2311,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720206,True,קיץ,ד,08:00,12:50,גב' עזרא גלית,עתידים 2304,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720206,True,קיץ,ה,08:00,12:50,גב' עזרא גלית,עתידים 2316,פנוי,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720207,True,קיץ,ב,08:00,11:50,מר כרמון שי,עתידים 2311,מלא,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720207,True,קיץ,ג,13:00,17:50,מר כרמון שי,עתידים 2313,מלא,[],[]
7202,מתמטיקה - מכינה בדרך לאפקה,סופי-הרצאה,260720207,True,קיץ,ה,08:00,12:50,מר כרמון שי,עתידים 2304,מלא,[],[]
90926,מתמטיקה בדידה,סופי-הרצאה+תרגול,269092607,True,קיץ,א,17:00,20:50,,קריה ה'7,רשימת המתנה,[],"[""269092607"", ""269092607/1""]"
90926,מתמטיקה בדידה,סופי-הרצאה+תרגול,269092607,True,קיץ,ב,17:00,18:50,,קריה ג'6,רשימת המתנה,[],"[""269092607"", ""269092607/1""]"
90926,מתמטיקה בדידה,סופי-הרצאה+תרגול,269092607,True,קיץ,ג,17:00,18:50,,קריה  ה'9,רשימת המתנה,[],"[""269092607"", ""269092607/1""]"
90926,מתמטיקה בדידה,תרגול,269092607/1,True,קיץ,ב,19:00,20:50,מר ויינר בועז,קריה ג'6,פנוי,[],[]
90926,מתמטיקה בדידה,תרגול,269092607/1,True,קיץ,ג,19:00,20:50,מר ויינר בועז,קריה ה'5,פנוי,[],[]
20360,מתקני מתח נמוך,סופי-הרצאה+תרגול,262036001,True,קיץ,א,17:00,18:50,מר אביטבול יעקב,207 פיקוס,מלא,"[{""required"": ""מערכות הספק א'"", ""alternative"": null}]","[""262036001"", ""262036001/1""]"
20360,מתקני מתח נמוך,סופי-הרצאה+תרגול,262036001,True,קיץ,א,20:00,21:50,מר אביטבול יעקב,207 פיקוס,מלא,"[{""required"": ""מערכות הספק א'"", ""alternative"": null}]","[""262036001"", ""262036001/1""]"
20360,מתקני מתח נמוך,תרגול,262036001/1,True,קיץ,א,19:00,19:50,מר אביטבול יעקב,207 פיקוס,מלא,"[{""required"": ""מערכות הספק א'"", ""alternative"": null}]",[]
20360,מתקני מתח נמוך,תרגול,262036001/1,True,קיץ,א,22:00,22:50,מר אביטבול יעקב,207 פיקוס,מלא,"[{""required"": ""מערכות הספק א'"", ""alternative"": null}]",[]
40257,נושאים מתקדמים בבסיסי נתונים,סופי-הרצאה,264025704,True,קיץ,ב,20:00,22:50,"ד""ר פרי עומר",201 פיקוס,רשימת המתנה,"[{""required"": ""בסיסי נתונים"", ""alternative"": ""בסיסי נתונים""}]",[]
